NO;BUMN;Company;Status;Year;debt to equity t-1;equity minus t-1;solvability t-1 (total liabilities/total assets);kenaikan (penurunan) revenue (revenue t-1-revenue t-2/revenue t-2);net profit margin t-1 (laba bersih/penjualan);Jenis Perusahaan (apakah PT);ROA t-1 (net income/assets);Likuiditas t-1 (current assets/current liabilities);debt to equity t-2;solvability t-2 (total liabilities/total assets);net profit margin t-2 (laba bersih/penjualan);ROA t-2 (net income/assets);Likuiditas t-2 (current assets/current liabilities)2;asset turnover penjualan/total aset (t-1);asset turnover penjualan/total aset (t-2);PMN_Portion;PSO_Portion;SLA_Portion;Guarantee_Portion
526;Perum Bulog;Perum Bulog;Untung;2021;0.298566625;0;0.229920144;-0.979318014;0.075172398;0;0.044605986;0.392286415;2.975307922;0.748447159;-0.066448587;-0.049152221;0.897573365;0.593382507;0.739703033;0;0;0;0
527;Perum Jasa Tirta I;Perum Jasa Tirta I;Untung;2021;0.255755054;0;0.203666354;0.497296841;0.151981237;0;0.080857048;0.189215815;0.195211447;0.163327793;0.222914712;0.123809864;0.225425182;0.532019939;0.555413604;0;0;0;0
528;Perum Jasa Tirta II;Perum Jasa Tirta II;Untung;2021;3.395737214;0;0.772506874;-0.538241145;0.026883883;0;0.034726022;0.514108432;0.197578021;0.164981336;0.189214657;0.107418646;0.184711228;1.291704091;0.56770785;0;0;0;0
529;Perum Percetakan Negara Republik Indonesia;Perum Percetakan Negara Republik Indonesia;Rugi;2021;0.125005652;0;0.111115599;6.316535329;-0.374124698;0;-0.114362403;0.189385836;3.083359287;0.755103597;0.009714736;0.002756531;0.604849406;0.305679907;0.283747437;0;0;0;0
530;Perum Percetakan Uang Republik Indonesia;Perum Percetakan Uang Republik Indonesia;Untung;2021;6.757544279;0;0.871093227;-0.916350981;-0.057956787;0;-0.06304735;2.463483624;0.977856899;0.494402249;0.186709714;0.119577727;0.567720044;1.087833766;0.640447273;0;0;0;0
531;Perum Produksi Film Negara;Perum Produksi Film Negara;Rugi;2021;1.639252544;0;0.621105427;9.05024188;-0.390690862;0;-0.053175838;3.305957032;1.006594373;0.501643175;0.139046303;0.048978797;1.374393883;0.136107196;0.352248107;0;0;0;0
532;Perum Lembaga Kantor Berita Nasional Antara;Perum Lembaga Kantor Berita Nasional Antara;Untung;2021;0.894682211;0;0.472206928;7.815966357;0.091424473;0;0.048918641;0.653093877;3.340634819;0.769618952;0.034641154;0.053223385;0.383412314;0.535071616;1.536420654;0;0;0;0
533;Perum Perumnas;Perum Perumnas;Rugi;2021;0.474710496;0;0.321900805;4.291585818;0.165433913;0;0.045101202;0.46660703;2.560308833;0.71912549;-0.477545535;-0.039329789;0.429532715;0.272623679;0.082358196;0;0;0;0
534;Perum Damri;Perum Damri;Rugi;2021;1.501613146;0;0.600257937;-0.686297608;-0.097304179;0;-0.043888643;0.405791832;0.610401207;0.37903673;0.034833902;0.033880492;0.499483919;0.451045814;0.972629807;0;0;0;0
535;Perum Pengangkutan Penumpang  Djakarta;Perum Pengangkutan Penumpang Djakarta;Rugi;2021;10.7837819;0;0.915137601;0.666891274;-0.65741411;0;-0.060355632;0.583596601;3.41245956;0.773369028;0.056725184;0.07313459;1.629321509;0.09180763;1.289279036;0;0;0;0
536;Perum Lembaga Penyelenggara Pelayanan Navigasi Penerbangan Indonesia;Perum Lembaga Penyelenggara Pelayanan Navigasi Penerbangan Indonesia;Rugi;2021;0.746737533;0;0.427504144;-0.997839767;0.013674755;0;0.002523316;1.147529911;0.187456942;0.157864201;0.144857798;0.08178931;0.241175899;0.184523662;0.564617929;0;0;0;0
538;PT Rajawali Nusantara Indonesia (Persero);PT Rajawali Nusantara Indonesia (Persero);Untung;2021;5.833217276;0;0.853656029;0.65983892;0.002189111;1;0.000622226;0.899592739;1.114386008;0.527049462;-0.009945529;-0.004720197;0.886448168;0.284236718;0.474604913;0;0;0;0
539;PT Perkebunan Nusantara III (Persero);PT Perkebunan Nusantara III (Persero);Untung;2021;2.187835925;0;0.686307569;-0.902611397;-0.643369128;1;-0.054687542;1.227551643;1.648367869;0.622408952;0.001384308;0.00038786;1.054422495;0.085001813;0.280183108;0;0;0;0
540;PT Pupuk Indonesia (Persero);PT Pupuk Indonesia (Persero);Untung;2021;1.084472067;0;0.520262221;-0.918048632;-0.427204664;1;-0.056181216;1.267081581;0.889203537;0.470676409;0.052056985;0.027384299;0.517738603;0.131508902;0.526044659;0;0;0;0
542;PT Berdikari (Persero);PT Berdikari (Persero);Untung;2021;0.187543639;0;0.157925682;4.043957155;0.059538475;1;0.023013522;0.505769575;3.650876517;0.784986766;0.074073153;0.062770788;1.003081391;0.386531931;0.847416172;0;0;0;0
544;PT Garam (Persero);PT Garam (Persero);Rugi;2021;1.285730843;0;0.562503169;-0.712246245;0.018181818;1;0.004286434;1.070075457;0.240789327;0.19406141;0.08011223;0.017330036;0.12622153;0.235753861;0.216321973;0;0;0;0
546;PT Pengembangan Pariwisata Indonesia (Persero);PT Pengembangan Pariwisata Indonesia (Persero);Rugi;2021;3.444172508;0;0.774986232;2.980454769;-0.390591328;1;-0.100637286;0.940911502;0.324159875;0.244804182;0.169284607;0.026018681;0.976491005;0.257653663;0.153697857;0;0;0;0
547;PT Perusahaan Perdagangan Indonesia (Persero);PT Perusahaan Perdagangan Indonesia (Persero);Rugi;2021;0.503621944;0;0.334939209;-0.459235109;0.068409694;1;0.074930841;0.549984891;0.547119011;0.353637426;-0.046273568;-0.029968812;0.522424809;1.095324895;0.647644296;0;0;0;0
548;PT Pos Indonesia (Persero);PT Pos Indonesia (Persero);Untung;2021;1.063756455;0;0.5154467;1.682316548;0.020183258;1;0.008845559;0.789415983;1.323648109;0.569642238;0.023112948;0.013070071;0.930527307;0.43826217;0.565486972;0;0;0;0
550;PT Kawasan Berikat Nusantara (Persero);PT Kawasan Berikat Nusantara (Persero);Untung;2021;3.09658343;0;0.755894145;-0.585246388;0.019277234;1;0.006863891;1.019603081;0.551681263;0.355537586;0.125574798;0.042474875;0.987721926;0.356062017;0.338243625;0;0;0;0
551;PT Kawasan Industri Wijayakusuma (Persero);PT Kawasan Industri Wijayakusuma (Persero);Untung;2021;3.048119035;0;0.752971691;20.90282363;0.013822659;1;0.005063059;0.746260711;0.345906435;0.257006301;0.299984708;0.092453515;0.433611442;0.366286918;0.308194094;0;0;0;0
552;PT Kawasan Industri Medan (Persero);PT Kawasan Industri Medan (Persero);Untung;2021;0.697602057;0;0.410933796;3.919377094;0.07527992;1;0.063252527;0.555087024;0.281828897;0.219864677;0.21736943;0.115985526;0.43598427;0.840231063;0.53358711;0;0;0;0
554;PT Semen Indonesia (Persero) Tbk;PT Semen Indonesia (Persero) Tbk;Untung;2021;2.266914374;0;0.693900762;-0.942502085;-0.045755816;1;-0.009628486;0.5643514;1.35475174;0.575326782;0.058740258;0.029712068;0.734773792;0.210431961;0.505821208;0;0;0;0
555;PT Semen Baturaja (Persero) Tbk;PT Semen Baturaja (Persero) Tbk;Untung;2021;1.282716635;0;0.561925478;-0.694166141;0.012779631;1;0.006660945;0.825856805;0.599885478;0.374955262;0.015040632;0.005398051;0.437064767;0.521215727;0.358897881;0;0;0;0
556;PT Semen Kupang (Persero);PT Semen Kupang (Persero);Untung;2021;-2.693863851;1;1.59036622;31.13915699;-0.510284765;1;-0.114403156;5.035605725;25.16733871;0.961785998;0.604520464;0.016222632;1.686760655;0.224194731;0.026835538;0;0;0;0
557;PT Balai Pustaka (Persero);PT Balai Pustaka (Persero);Rugi;2021;-3.465847411;1;1.405540098;-0.17223273;-0.046913121;1;-0.00871413;1.897194303;1.314277688;0.567899736;0.053598333;0.028188295;1.089380413;0.185750376;0.525917384;0;0;0;0
559;PT PAL Indonesia (Persero);PT PAL Indonesia (Persero);Untung;2021;0.434156543;0;0.302725718;-0.931749279;-1.21195081;1;-0.147258401;0.452531837;19.03217387;0.950080305;0.058413122;0.014656194;0.823583964;0.121505263;0.25090585;0;0;0;0
560;PT Industri Kapal Indonesia (Persero);PT Industri Kapal Indonesia (Persero);Untung;2021;-11.21336546;1;1.097910919;156.7078668;-1.064209274;1;-0.169867904;7.206023892;0.786270849;0.440174484;0.073933381;0.013495071;0.585525645;0.159618891;0.182530145;0;0;0;0
561;PT Dok dan Perkapalan Kodja Bahari (Persero);PT Dok dan Perkapalan Kodja Bahari (Persero);Rugi;2021;0.179177354;0;0.151951149;-0.193655829;-0.77577994;1;-0.018473748;2.869727286;-2.996980669;1.500755974;-0.401244699;-0.04748986;3.312822873;0.023813129;0.118356355;0;0;0;0
562;PT Dok dan Perkapalan Surabaya  (Persero);PT Dok dan Perkapalan Surabaya (Persero);Rugi;2021;2.490303138;0;0.713491935;111.0270455;-0.095218229;1;-0.018567415;1.602753513;-3.335703349;1.428136561;0.014063657;0.004230558;2.170363291;0.194998535;0.30081497;0;0;0;0
563;PT Indonesia Asahan Aluminium (Persero);PT Indonesia Asahan Aluminium (Persero);Untung;2021;-1.147672963;1;7.771720314;-0.999999243;-1234.934426;1;-0.427572467;85.08855332;1.296158874;0.564490066;0.000304358;0.000148869;0.552937369;0.000346231;0.489123871;0;0;0;0
564;PT Krakatau Steel (Persero) Tbk;PT Krakatau Steel (Persero) Tbk;Untung;2021;4.054955122;0;0.802174307;-0.997372919;0.006516656;1;0.00038999;0.384642049;2.233597196;0.690746899;-0.361921323;-0.125673184;0.795337942;0.059845059;0.347238961;0;0;0;0
565;PT Boma Bisma Indra (Persero);PT Boma Bisma Indra (Persero);Untung;2021;1.490589798;0;0.598488679;192.5234488;0.027346615;1;0.010069964;0.590433371;2.772759026;0.73494199;0.028917043;0.011230564;0.964452726;0.368234378;0.388371788;0;0;0;0
566;PT Industri Nuklir Indonesia (Persero);PT Industri Nuklir Indonesia (Persero);Rugi;2021;2.020809842;0;0.668962943;3.709195783;0.043332767;1;0.027326181;0.782782504;9.727599324;0.906782499;0.070596677;0.050391033;0.655834564;0.630612418;0.713787601;0;0;0;0
567;PT Industri Telekomunikasi Indonesia (Persero);PT Industri Telekomunikasi Indonesia (Persero);Rugi;2021;0.854054374;0;0.460641492;-0.598507248;0.055725994;1;0.010846442;0.667373725;-6.186712925;1.192800337;-1.099621374;-0.312030132;1.697968511;0.194638822;0.283761428;0;0;0;0
568;PT Barata Indonesia (Persero);PT Barata Indonesia (Persero);Rugi;2021;8.04343594;0;0.889422735;0.041258786;-0.14442455;1;-0.066158266;1.37834139;2.909057882;0.744183885;0.031944618;0.014408345;0.853339917;0.458081859;0.45104141;0;0;0;0
569;PT Dahana (Persero);PT Dahana (Persero);Untung;2021;-4.250312682;1;1.307662707;-0.980858048;-0.347732465;1;-0.339703958;1.169000748;0.854318392;0.460718286;0.037246406;0.03988758;0.617093877;0.976911829;1.070910834;0;0;0;0
570;PT LEN Industri (Persero);PT LEN Industri (Persero);Untung;2021;2.645247127;0;0.725670177;-0.990328633;-0.599536472;1;-0.041718939;2.194301532;6.135652121;0.859858639;0.016810341;0.010536857;0.96839238;0.069585323;0.626808016;0;0;0;0
571;PT Pindad (Persero);PT Pindad (Persero);Untung;2021;-4.082373287;1;1.324425339;-0.874162899;-0.308389429;1;-0.101790062;1.764945704;3.709049167;0.787642905;0.029740057;0.014670982;0.824973097;0.330069881;0.493307126;0;0;0;0
572;PT Dirgantara Indonesia (Persero);PT Dirgantara Indonesia (Persero);Untung;2021;3.201173049;0;0.761971243;2.712234291;-0.003037722;1;-0.000399946;1.394423125;2.617929053;0.723598781;0.040852664;0.011503699;0.78171386;0.131659742;0.281589939;0;0;0;0
573;PT Adhi Karya (Persero) Tbk;PT Adhi Karya (Persero) Tbk;Untung;2021;1.413039634;0;0.585584925;-0.962113058;0.03222764;1;0.008669769;1.437655279;4.343026306;0.812840173;0.043444871;0.018212593;0.807951567;0.269016579;0.419211579;0;0;0;0
574;PT Amarta Karya (Persero);PT Amarta Karya (Persero);Untung;2021;0.232814808;0;0.18884816;-0.939793243;0.273243621;1;0.035124702;0.079132416;4.339350839;0.812711315;0.014294107;0.007523558;0.751828796;0.128547198;0.526339837;0;0;0;0
575;PT Brantas  Abipraya (Persero);PT Brantas Abipraya (Persero);Untung;2021;0.233878892;0;0.189547688;-0.9492258;0.083307384;1;0.027633486;0.321660636;2.460808897;0.711050211;0.072072456;0.044838073;0.794306219;0.331705123;0.622124949;0;0;0;0
576;PT Jasa Marga (Persero) Tbk;PT Jasa Marga (Persero) Tbk;Untung;2021;0.33814462;0;0.252696618;-0.99611543;0.236623021;1;0.062162121;0.40261109;3.299176257;0.767397301;0.078719588;0.020805547;3.575989751;0.262705295;0.264299495;0;0;0;0
577;PT Waskita Karya (Persero) Tbk;PT Waskita Karya (Persero) Tbk;Rugi;2021;2.122484299;0;0.679742197;-0.42413654;-0.096058219;1;-0.032631717;1.012779311;3.210017326;0.762471286;0.032780617;0.008393052;0.918137753;0.339707699;0.256037032;0;0;0;0
578;PT Wijaya Karya (Persero) Tbk;PT Wijaya Karya (Persero) Tbk;Untung;2021;-1.735872097;1;2.358931809;-0.99992871;-9.089690722;1;-0.021870326;35.72437445;2.232291321;0.690621946;0.096315117;0.04219899;0.716880091;0.002406058;0.438134647;0;0;0;0
580;PT Pembangunan Perumahan (Persero) Tbk;PT Pembangunan Perumahan (Persero) Tbk;Untung;2021;4.630602517;0;0.822399113;-0.99375219;0.431275191;1;0.02736005;0.824106084;2.414815528;0.707158413;0.048997204;0.020421868;0.731118397;0.063439888;0.416796596;0;0;0;0
581;PT Industri Kereta Api (Persero);PT Industri Kereta Api (Persero);Untung;2021;4.416228619;0;0.815369684;5.099880283;0.081944144;1;0.033579101;0.848310699;3.424133133;0.773967019;0.032389569;0.014737492;0.919029985;0.409780357;0.45500736;0;0;0;0
582;PT PDI Pulau Batam (Persero);PT PDI Pulau Batam (Persero);Rugi;2021;18.25489933;0;0.948065166;47.61950455;-0.109203919;1;-0.053899776;1.159184253;0.767297474;0.434164302;-0.047417998;-0.031280001;0.204603713;0.493569981;0.659665151;0;0;0;0
585;PT Bina Karya (Persero);PT Bina Karya (Persero);Untung;2021;1.550284936;0;0.60788699;54.63470227;0.047663792;1;0.01146927;1.072013409;1.030135726;0.507422096;0.077198216;0.050339943;0.714082698;0.240628575;0.652086874;0;0;0;0
586;PT Virama Karya (Persero);PT Virama Karya (Persero);Untung;2021;0.920727484;0;0.479363975;7.714860904;0.072914346;1;0.024085916;0.703900395;1.302709424;0.565728967;0.055540005;0.054001916;0.611799366;0.330331641;0.972306654;0;0;0;0
587;PT Yodya Karya (Persero);PT Yodya Karya (Persero);Untung;2021;0.160380755;0;0.138213904;15.98469933;0.078837284;1;0.044145524;0.203693853;1.062615345;0.515178629;0.026103307;0.013639574;0.624261844;0.559957452;0.52252285;0;0;0;0
588;PT Indra Karya (Persero);PT Indra Karya (Persero);Untung;2021;2.817554735;0;0.738052217;81.6190931;0.016819119;1;0.004979574;0.824963222;1.946962027;0.660667497;0.054905829;0.043549168;0.938362768;0.296066249;0.793161112;0;0;0;0
589;PT Bank Negara Indonesia (Persero) Tbk;PT Bank Negara Indonesia (Persero) Tbk;Untung;2021;0.459758717;0;0.314955281;-0.996922221;0.074253959;1;0.006001822;0.249212154;5.76462801;0.852172211;0.197806083;0.018340217;2.879646464;0.080828304;0.092718165;0;0;0;0
590;PT Bank Mandiri (Persero) Tbk;PT Bank Mandiri (Persero) Tbk;Untung;2021;3.131583422;0;0.757962046;-0.998618337;-0.4150353;1;-0.122720455;1.079849285;5.306356976;0.841429846;0.218903999;0.021585944;1.895957692;0.29568679;0.098609182;0;0;0;0
591;PT Bank Rakyat Indonesia (Persero) Tbk;PT Bank Rakyat Indonesia (Persero) Tbk;Untung;2021;1.444219516;0;0.590871444;-0.743354724;-0.028854795;1;-0.00863134;2.249136885;5.785752548;0.85263241;0.224220555;0.024290531;0.777622562;0.299130167;0.108333205;0.046403382;0;0;0
593;PT ASABRI (Persero);PT ASABRI (Persero);Untung;2021;1.208623586;0;0.547229321;-59.73201561;-0.004095014;1;-0.002290972;0.463302594;-6.053994977;1.197863275;0.669629423;-0.201276547;0.077522684;0.559453881;-0.300579008;0;0;0;0
595;PT Reasuransi Indonesia Utama (Persero);PT Reasuransi Indonesia Utama (Persero);Rugi;2021;0.689630223;0;0.408154526;62.28722707;0.001025773;1;0.000194445;1.532830104;2.032195661;0.670205979;0.04622155;0.022469746;0.678563956;0.18955941;0.486131391;0;0;0;0
596;PT Taspen (Persero);PT Taspen (Persero);Untung;2021;2.542266978;0;0.717694909;-0.757926509;0.024050194;1;0.00816246;0.784008628;22.06025571;0.956635346;0.021737352;0.001500117;0.146668272;0.339392688;0.069011017;0;0;0;0
597;PT Garuda Indonesia (Persero) Tbk;PT Garuda Indonesia (Persero) Tbk;Rugi;2021;0.568294599;0;0.362364698;-0.955790364;0.011520562;1;0.010248519;0.571428938;5.183087611;0.838268505;0.00141231;0.001449282;2.873144893;0.889584998;1.026177941;0;0;0;0
598;PT Pelayaran Nasional Indonesia (Persero);PT Pelayaran Nasional Indonesia (Persero);Untung;2021;4.464034932;0;0.816984959;-0.38064055;0.001891266;1;0.000855968;0.874588174;0.166508419;0.142740864;0.049594218;0.038959639;0.232948609;0.452589949;0.785568178;0;0.926231129;0;0
599;PT Kereta Api Indonesia (Persero);PT Kereta Api Indonesia (Persero);Rugi;2021;0.96355216;0;0.490718902;-0.792183825;0.062693989;1;0.037470471;0.922987728;1.267312911;0.558949276;0.07523497;0.04398225;1.176070821;0.59767247;0.584598491;0;0.467185523;0;5.228344484
601;PT Biro Klasifikasi Indonesia (Persero);PT Biro Klasifikasi Indonesia (Persero);Untung;2021;0.752829383;0;0.429493817;78.58852273;0.029761947;1;0.016905607;0.535842961;0.338928043;0.253133874;0.121244244;0.116230086;0.198740909;0.568027577;0.958644153;0;0;0;0
604;PT PANN (Persero);PT PANN (Persero);Rugi;2021;0.796267942;0;0.443290181;71.46165092;-0.105070546;1;-0.245562999;1.581487177;-1.265018687;4.77331882;0.164304993;0.001674019;0.080308394;2.33712499;0.010188485;0;0;0;0
605;PT ASDP Indonesia Ferry (Persero);PT ASDP Indonesia Ferry (Persero);Untung;2021;0.318611177;0;0.241626328;-0.142228211;0.08116227;1;0.058085508;0.211969315;0.173579918;0.147906347;0.101785072;0.041856357;0.477770101;0.715671309;0.411222942;0;0;0;0
606;PT Djakarta Lloyd (Persero);PT Djakarta Lloyd (Persero);Untung;2021;-1.264314008;1;4.783378747;-0.968461774;-0.153468106;1;-0.080915745;8.606110804;1.187952381;0.542951662;0.103352125;0.056725416;0.560620081;0.527247956;0.548855827;0;0;0;0
607;PT Perusahaan Pengelola Aset (Persero);PT Perusahaan Pengelola Aset (Persero);Untung;2021;0.333600695;0;0.250150361;-0.772055956;0.067375184;1;0.056055239;0.319552507;1.657935844;0.623768195;0.049040274;0.022689018;0.818981085;0.831986423;0.462660918;0;0;0;0
609;PT Industri Sandang Nusantara (Persero);PT Industri Sandang Nusantara (Persero);Rugi;2021;1.042725145;0;0.510457879;688.1324109;0.216639064;1;0.119715886;1.485775111;2.233214144;0.690710248;-0.073805676;-0.024268862;1.607422685;0.552605257;0.32882108;0;0;0;0
610;PT Primissima (Persero);PT Primissima (Persero);Rugi;2021;0.100317436;0;0.091171359;-0.316236464;-0.676693527;1;-0.096932704;0.234335953;2.61802906;0.723606421;-0.073860928;-0.059256467;2.240569669;0.143244616;0.802270815;0;0;0;0
612;PT Varuna Tirta Prakasya (Persero);PT Varuna Tirta Prakasya (Persero);Untung;2021;1.329902987;0;0.57079758;1.919027672;0.064093964;1;0.049638709;0.574826307;0.449530379;0.310121392;-0.0187422;-0.00782045;0.948002018;0.774467769;0.417264249;0;0;0;0
613;PT Kertas Kraft Aceh (Persero);PT Kertas Kraft Aceh (Persero);Untung;2021;5.369392833;0;0.842999164;648.9842226;-0.586501419;1;-0.08993105;1.482472951;-1.751712147;2.33029645;-2.851298727;-0.088084097;32.13879794;0.153334752;0.030892623;0;0;0;0
615;PT Merpati Nusantara Airlines (Persero);PT Merpati Nusantara Airlines (Persero);Untung;2021;1.243672033;0;0.554303024;9.245015643;0.090922972;1;0.052749326;0.713883372;-1.091098401;11.97714114;-1.371602969;-0.076487562;48.24313808;0.580153998;0.055765089;0;0;0;0
